"","FLAG","Avg.min.between.sent.tnx","Avg.min.between.received.tnx","Time.Diff.between.first.and.last..Mins.","Sent.tnx","Received.Tnx","Number.of.Created.Contracts","Unique.Received.From.Addresses","Unique.Sent.To.Addresses","min.value.received","max.value.received","avg.val.received","min.val.sent","max.val.sent","avg.val.sent","max.val.sent.to.contract","total.Ether.sent","total.ether.received","Total.ERC20.tnxs","ERC20.total.Ether.received","ERC20.total.ether.sent","ERC20.total.Ether.sent.contract","ERC20.uniq.sent.addr","ERC20.uniq.rec.addr","ERC20.uniq.sent.addr.1","ERC20.uniq.rec.contract.addr","ERC20.min.val.rec","ERC20.max.val.rec","ERC20.avg.val.rec","ERC20.min.val.sent","ERC20.max.val.sent","ERC20.avg.val.sent","ERC20.uniq.sent.token.name","ERC20.uniq.rec.token.name"
"50",0,181.7,56819.72,286279.03,12,5,0,5,7,0,174.995,63.085,0.1,225,59.516667,0,714.2,315.425,11,255.2313319,0,0,0,9,0,10,0,219.313921,23.202848,0,0,0,0,10
"51",0,23359.72,27049.27,1169229.5,35,13,0,6,23,0,972.434,182.498725,0,500,85.766674,0,3001.833603,2372.483424,20,95357.7025,96084.93585,0,8,9,0,11,0,50000,8668.882045,0,50000,10676.10398,6,11
"52",0,20827.93,0,186707.1,8,1,0,1,2,10,10,10,1.621938,26,12.688992,0,101.5119377,10,1,0.031819385,0,0,0,1,0,1,0.031819,0.031819,0.031819,0,0,0,0,1
"53",0,4183.18,1470.01,962956.75,181,140,0,57,103,0.0731,117.7,4.007761,0,240,3.288313,0,595.1846,561.0865,135,2447415.911,2345018.342,0,34,51,0,65,0,1051000,28458.32455,1e-06,526000,47857.51719,25,64
"54",0,1969.46,288.59,97419.95,48,10,0,4,13,0.09,99.99,25.810391,0,100,6.758479,0,324.407,258.1039104,27,406.7725702,0.000150816,0,2,6,0,10,0,365,20.338629,0,5.4e-05,2.2e-05,2,9
"55",0,76.32,74.96,754216.92,3424,6576,2,4848,1129,3.8e-05,12867.39971,21.959042,0,9000,43.26697,0,148146.1047,144402.6609,579,3129376351,18694925.79,0,137,135,0,87,0,1553026016,11808967.36,0,9330000,59537.98022,7,85
"56",0,26.01,82.8,652.87,6,6,0,5,1,0.77,1.3,1.047658,0.769559,1.299528,1.047197,0,6.283183805,6.28594603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"57",0,8174.66,3.43,24534.25,3,3,0,1,1,0.001,0.34,0.147,0.01,0.379654,0.146551,0,0.439653612,0.441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"58",0,628.48,672.28,4486.98,5,2,0,2,4,0.740937,6.12616,3.433549,0,5,1.372346,0,6.86172829,6.86709731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"59",0,0,0,2.5,1,1,0,1,1,0.854871,0.854871,0.854871,0.853821,0.853821,0.853821,0,0.85382138,0.85487138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"60",0,0,0,8873.97,1,1,0,1,1,0.134989,0.134989,0.134989,0.134569,0.134569,0.134569,0,0.13456893,0.13498893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"61",0,22.94,14237.49,242427.3,17,17,0,1,1,0.017319,0.125315,0.050856,0.002319,0.121958,0.047446,0,0.80657981,0.86455069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"62",0,7750.02,59605.36,531093.05,7,8,0,2,5,0.545459,27.48646,6.144594,0,5.693,1.013286,0,7.093,49.1567487,18,2640.39347,424.4909721,0,2,12,0,15,0,1064.624532,165.024592,0,424.490972,212.245486,2,15
"63",0,621.07,5012.75,93911.63,14,17,4,9,10,0.5,379,39.759632,0,330.62347,48.273105,0,675.82347,675.9137486,3,0.002407524,0,0,0,2,0,2,0,0.002407,0.000803,0,0,0,0,1
"64",0,13243.1,38530.77,414518.23,9,8,0,5,6,0,1.169147,0.270796,0,1.716638,0.421015,0,3.789138127,2.16637118,19,320.9921798,6.15e-08,0,1,5,0,5,0,313,17.832899,0,0,0,1,5
"65",0,5815.7,845.41,1040169.4,30,1024,0,1,30,0.20001,2.157888,0.24501,5.050851,13.321637,6.696126,0,200.883777,250.8904564,15,3632.662868,0,0,0,11,0,15,0,1769.979553,242.177525,0,0,0,0,15
"66",0,1905.13,728.9,240610.1,124,6,0,4,8,0.5,69.995,12.769696,0,74,0.647486,0,80.28824888,76.61817535,8,1016.953872,0,0,0,6,0,8,0,600,127.119234,0,0,0,0,8
"67",0,24.63,3319.39,10032.05,3,3,0,3,1,0.04,10.805,5.281667,0.038953,10.80458,5.281031,0,15.84309204,15.845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"68",0,59.56,24076.63,120621.38,4,5,0,2,2,0.001,0.669937,0.173506,0.00074,0.668866,0.21567,0,0.86268094,0.86753194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"69",0,0,0,28803.42,1,1,0,1,1,12,12,12,11.999559,11.999559,11.999559,0,11.999559,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"70",0,56814.86,62086.18,294616.95,3,2,0,2,3,0,20,10,4.952493,19.953375,13.301956,0,39.90586873,20,2,3.615281187,0,0,0,2,0,2,1.503014,2.112267,1.807641,0,0,0,0,2
"71",0,2.23,0,8.92,4,2,0,2,4,103.561873,1897.438127,1000.5,0.001078,1501.447643,500.249528,0,2000.998113,2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"72",0,52.48,287.13,9299.17,24,28,0,13,1,1.761724,2.160983,2.036327,1.761261,6.328314,2.375185,0,57.00443406,57.01714267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"73",0,1466.39,44699.56,321695.25,6,7,0,5,2,0,23.601366,10.936062,0,49.999365,15.753561,0,94.52136494,76.5524362,3,2000,2000,0,1,1,0,1,2000,2000,2000,500,1500,1000,1,1
"74",0,25905.07,1129.25,161076.67,6,5,0,1,2,0.099,27.517666,13.701916,0.002079,27.516406,11.41756,0,68.50535928,68.50958028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"75",0,3834.85,2945.2,620113.1,121,53,0,18,63,0,44.425356,7.878402,0,52,3.571783,0,432.1857424,417.5553096,91,635003.3331,603909.4009,0,14,32,0,35,0,114000,14767.51938,0,114000,12581.44585,22,34
"76",0,3880.52,1645.59,101238.1,21,12,0,5,12,0.99,8.995,4.114642,0,8,2.350007,0,49.35013842,49.37569865,11,2894.196767,1889,0,2,5,0,5,0,1000,321.577419,0,1889,944.5,2,5
"77",0,21466.84,20051.27,674198.88,23,9,0,5,11,0,20.095,6.755565,0,19,4.835781,0,111.2229715,60.80008333,11,440.5877629,1.5e-08,0,1,6,0,10,0,365,44.058776,0,0,0,1,10
"78",0,1904.23,4621.92,72065,16,9,0,9,11,0.01,10,1.947683,0,7,1.118571,0,17.89714367,17.52914441,10,483.5530639,482.9486996,0,4,6,0,5,0,251.186075,80.592177,0,399.52804,120.737175,4,5
"79",0,248.61,17068.13,611682.27,1156,19,0,9,72,0,600.98832,72.622476,0,500,1.206055,0,1394.199349,1379.827042,559,22892.27349,21687.16163,0,8,19,0,14,0,5000,586.981372,0,19999.99986,41.70608,4,13
"80",0,10154.24,5026.86,1009090.55,87,25,0,10,41,0,40.136798,10.501527,0,48,3.933071,0,342.1772031,262.5381628,70,132059.1029,98179.89698,0,15,24,0,30,0,50000,3884.091261,0,19900,2727.219361,11,29
"81",0,674.61,221,11677.73,16,4,0,2,10,0.01,250.5,63.3775,0,250,15.825,0,253.2,253.51,21,18468.63835,0.901333333,0,4,11,0,11,0,16888,1231.242556,0,0.9,0.150222,2,11
"82",0,3517.86,7188.55,381840.42,49,30,0,11,22,0,790.999437,110.350012,0,1060,100.90074,0,4944.136269,3310.500353,55,3482165.455,3480165.208,0,5,25,0,26,0,1999998,89286.29371,50,1999998,217510.3255,6,26
"83",0,20.41,0,102.07,5,1,0,1,4,101,101,101,0.2,69.154642,20.199496,0,100.99748,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"84",0,0,8831.65,291444.58,0,33,1,5,0,0,23.462797,1.402192,0,0,0,0,0,46.27232361,1,0.527787122,0,0,0,1,0,1,0.527787,0.527787,0.527787,0,0,0,0,1
"85",0,244.78,169.09,16284.15,61,8,0,3,4,0.009559,0.405838,0.121569,0,0.3,0.010066,0,0.614,0.97255313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"86",0,0,0,169.87,1,1,0,1,1,0.449477,0.449477,0.449477,0.447277,0.447277,0.447277,0,0.44727692,0.44947692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"87",0,0,0,2250.73,1,1,0,1,1,0.86761,0.86761,0.86761,0.86699,0.86699,0.86699,0,0.866990131,0.867610131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"88",0,408.32,170321.78,341868.53,3,2,0,2,2,0,0.46,0.23,0.041,0.4,0.280059,0,0.840176274,0.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"89",0,5801.32,3041.25,614761.98,85,40,0,10,24,0.060587,200,18.64848,0,100,8.995439,0,764.61232,745.9391851,24,52442.27417,46941.50389,0,2,16,0,20,0,39441.50389,2497.251151,1,39440.50389,15647.16796,2,20
"90",0,3.6,0,10.8,3,2,0,2,3,437.787303,1563.212697,1000.5,8.51129,1516.455268,666.999528,0,2000.998585,2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"91",0,0,0,7.53,1,1,0,1,1,1,1,1,0.996747,0.996747,0.996747,0,0.99674689,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"92",0,13.67,40512.33,688942,17,17,0,5,3,0.01,69.995,12.28744,0.009515,69.994563,12.28679,0,208.8754299,208.8864824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"93",0,193,0,772.02,4,1,0,1,2,0.39,0.39,0.39,0,0.389496,0.099442,0,0.39776788,0.39,1,0,1,0,1,0,0,0,0,0,0,1,1,1,1,0
"94",0,20981.23,121771.36,596107.57,11,3,0,3,6,0.02,20.173085,10.397695,0,20.133179,2.833016,0,31.16317907,31.19308507,7,8898.2,8898.2,0,3,3,0,1,0.9,4449.1,2224.55,0,4449.1,2966.066667,2,1
"95",0,129.61,26178.65,288353.97,3,11,0,5,2,0,249.812075,32.977228,10,359,240.576616,0,721.7298479,362.7495057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"96",0,0,0,31.28,1,1,0,1,1,0.732876,0.732876,0.732876,0.731616,0.731616,0.731616,0,0.731616,0.732876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"97",0,5.88,0.42,18.47,3,2,0,2,3,560.184406,1440.815594,1000.5,0.6064,1478.589443,666.999528,0,2000.998585,2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"98",0,21.65,0,64.95,3,1,0,1,3,101,101,101,1.093799,72.122019,33.666149,0,100.998446,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"99",0,31239.32,984.92,251884.43,8,2,0,2,4,1,2,1.5,0,2,0.34,0,2.72,3,11,18084.16229,9499,0,1,6,0,8,0,17499,2260.520287,499,5000,3166.333333,1,8
"100",0,997.32,84555.41,342210.95,4,4,0,3,3,0,2.995,1.31125,2.2,2.983505,2.591529,0,10.36611622,5.245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"101",0,9.02,12.37,952.85,59,34,0,8,52,0,49.999528,3.455158,0,44.770872,1.990643,0,117.4479637,117.475363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"102",0,3.62,0,10.87,3,2,0,2,3,437.511331,1563.488669,1000.5,2.000775,1948.785673,666.999528,0,2000.998585,2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"103",0,15.48,0,46.45,3,1,0,1,3,101,101,101,9.999496,64.618386,33.666149,0,100.998446,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"104",0,63819.21,336.67,511227,8,2,0,2,5,0.006845,1.595,0.800922,1e-05,1.5,0.458381,0,3.667049401,1.6018449,11,834.17353,0,0,0,9,0,11,0,365,75.833957,0,0,0,0,11
"105",0,161.67,0.04,323.42,2,2,0,2,2,24.612212,76.387788,50.5,2.4845,98.514516,50.499508,0,100.9990158,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"106",0,5.05,0,20.18,4,2,0,2,3,497.549392,1503.450608,1000.5,1,1423.002272,500.249528,0,2000.998113,2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"107",0,157.32,0,314.65,2,1,0,1,2,101,101,101,1.041843,99.957172,50.499508,0,100.9990158,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"108",0,36.98,0,73.97,2,1,0,1,2,30,30,30,10.673034,19.325958,14.999496,0,29.998992,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"109",0,3.21,0.38,10.38,3,2,0,2,3,908.853504,1092.146496,1000.5,0.100592,1366.387436,666.999528,0,2000.998585,2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"110",0,108.58,0.82,327.37,3,2,0,2,3,46.981604,54.018396,50.5,4,66.74957,33.666165,0,100.9984936,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"111",0,0,2336.51,228977.53,0,98,1,3,0,0,1.169411,0.9501,0,0,0,0,0,93.10979582,1,2.010660203,0,0,0,1,0,1,2.01066,2.01066,2.01066,0,0,0,0,1
"112",0,26.4,620.61,138977.15,163,217,0,5,2,0.261456,820,314.639235,24.49958,8557.988572,418.874903,0,68276.60921,68276.71402,1,600,0,0,0,1,0,1,600,600,600,0,0,0,0,1
"113",0,3500.97,14465.72,816620.55,6,55,0,1,4,0.01,1.001431,0.46172,0.27,6,2.128333,0,12.77,25.39458564,11,961.7267601,0,0,0,8,0,11,0,721.411447,87.429705,0,0,0,0,11
"114",0,2809.83,3186.72,376480.78,58,67,0,12,32,0,49.477281,8.303953,0,222.627319,9.990969,0,579.4761972,556.364853,46,128960.5576,127086.9274,0,13,17,0,20,0,86993.40563,5373.356568,0,58760,5776.678517,13,20
"115",0,19121.43,11.04,267722.13,14,2,0,1,9,0.8971,6.6012,3.74915,0.002749,1.999359,0.677948,0,9.49126836,7.4983,3,0.451704102,0,0,0,3,0,3,0,0.451704,0.150568,0,0,0,0,3
"116",0,1396.24,1470.58,1150335.93,213,580,0,8,132,0.009918,1.00563,0.316584,5e-04,6.6,0.860486,0,183.2834952,183.6186244,8,661.7509099,0,0,0,7,0,8,0,365,82.718864,0,0,0,0,8
"117",0,30200.21,109066.9,617468.87,6,4,0,4,5,0.01129,21.32,5.418029,0.001619,20.893115,3.611791,0,21.67074448,21.67211742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"118",0,0,1426.21,226766.85,0,159,1,5,0,0,1.021547,0.91998,0,0,0,0,0,146.2768721,2,2.443222682,0,0,0,2,0,2,1.059583,1.383639,1.221611,0,0,0,0,2
"119",0,0,0,10.93,1,1,0,1,1,2.75,2.75,2.75,2.74938,2.74938,2.74938,0,2.74938,2.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"120",0,24.47,0,73.42,3,2,0,2,3,29.231127,71.768873,50.5,2,75.450249,33.666159,0,100.998477,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"121",0,1449.95,556.53,520700.2,191,438,0,4,3,0.002178,4.504509,0.696882,0,6.102257,1.597554,0,305.132883,305.2343334,11,5336.862638,5258.500016,0,1,6,0,6,0,5258.5,667.10783,6e-06,5258.5,1752.833339,2,6
"122",0,5.13,3733.57,127115.7,34,34,0,1,34,0.103256,1.000945,0.385352,0.102815,1.000504,0.384883,0,13.0860197,13.10198159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"123",0,0,27224.25,353915.25,0,13,1,5,0,0.452055,3.80983,1.33857,0,0,0,0,0,17.40140661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"124",0,24.86,0.23,75.03,3,2,0,2,3,39.560242,61.439758,50.5,5.836762,53.027954,33.666163,0,100.998488,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"125",0,20.87,0,62.6,3,1,0,1,3,101,101,101,1.202016,97.337759,33.666149,0,100.998446,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"126",0,6,37680.11,301482.83,7,8,0,4,1,0.11,58.753445,9.842931,0.129412,58.755753,11.24715,0,78.73005157,78.74344479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"127",0,155.16,0,310.32,2,1,0,1,2,101,101,101,0.2,100.799016,50.499508,0,100.9990158,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
